	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
36	antigen 075	CDK4	2	2	7	957.36	783.57	658.99	527.20	488.95	362.22	441.01	313.67	304.32	894.00	738.00	626.00	539.00	479.00	361.00	377.65	268.10	271.33	738.00	752.67	799.97	783.57	479.00	459.67	459.46	488.95	271.33	305.69	353.00	313.67	149.86	134.60	86.36	90.56	76.36	62.34	17.88	18.73	19.70	18.80	20.39	21.63	340.31	505.00	403.00	278.00	395.33	113.69	36.59	29.20	20.14	28.65	8.24	63.41	70.80	79.86	71.35	483465.00	315779.00	183200.00	327481.33	372.25	181.15	118.01	598.28	697.81	716.90	671.00	206.98	254.56	170.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	CT100 Control Buffer only 2nd grid	Buffer	2	2	8	793.41	1062.15	630.82	348.96	325.60	281.12	456.31	749.57	369.14	666.00	612.00	524.00	306.00	237.00	268.00	328.90	299.42	262.32	612.00	600.67	828.80	793.41	268.00	270.33	318.56	325.60	299.42	296.88	525.01	456.31	217.83	71.68	34.46	34.56	199.30	33.36	11.93	26.28	12.78	10.82	11.24	37.96	558.46	116.00	84.00	56.00	85.33	30.02	8.41	6.09	4.06	6.18	2.18	91.59	93.91	95.94	93.82	92036.00	89221.00	35326.00	72194.33	478.63	2988.45	439.67	110.59	21.07	47.02	59.56	139.29	167.59	144.15	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
38	antigen 002	BAGE3	2	6	7	730.35	807.94	719.42	349.08	355.35	369.01	393.12	490.24	363.81	691.00	624.00	623.00	297.00	208.00	314.00	353.77	306.30	267.39	624.00	646.00	752.57	730.35	297.00	273.00	357.81	355.35	306.30	309.15	415.72	393.12	48.26	38.97	10.19	56.93	66.18	43.26	6.03	6.41	20.85	2.85	13.99	15.92	479.57	431.00	398.00	355.00	394.67	38.11	31.23	28.84	25.72	28.60	2.76	68.77	71.16	74.28	71.40	314781.00	321559.00	255394.00	297244.67	276.86	1258.26	320.67	611.99	155.07	402.75	389.94	158.66	299.19	191.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	antigen 095	p53 S392A	2	7	1	928.75	651.97	780.23	280.12	260.94	195.21	693.01	406.24	596.56	1252.00	529.00	640.00	205.00	199.00	187.00	1016.26	283.27	456.33	640.00	807.00	786.98	780.23	199.00	197.00	245.42	260.94	456.33	585.29	565.27	596.56	138.51	389.36	44.53	9.17	145.92	383.13	48.25	17.60	4.65	18.14	65.46	25.81	589.98	4.00	32.00	73.00	36.33	34.70	0.29	2.32	5.29	2.63	2.51	99.71	97.68	94.71	97.37	3715.00	20863.00	56957.00	27178.33	387.87	321.14	478.81	7.15	40.48	90.95	46.19	583.13	130.33	94.42	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
40	antigen 103	SOX2	2	8	1	762.51	762.35	988.62	484.27	451.00	407.57	283.01	315.95	620.27	726.00	706.00	756.00	484.00	426.00	385.00	246.50	259.61	387.64	726.00	729.33	837.83	762.51	426.00	431.67	447.61	451.00	259.61	297.92	406.41	315.95	130.59	25.17	38.46	49.74	185.94	77.98	3.45	15.59	11.52	8.59	26.18	45.75	406.16	183.00	132.00	74.00	129.67	54.54	13.26	9.57	5.36	9.40	3.95	86.74	90.43	94.64	90.60	139539.00	100630.00	73158.00	104442.33	123.91	205.74	932.26	417.97	202.71	49.23	223.31	141.46	152.05	328.44	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
41	antigen 107	MAP9	2	8	2	934.09	1220.12	889.69	521.23	554.43	372.06	425.19	719.25	525.69	807.00	797.00	627.00	495.00	486.00	377.00	298.09	296.13	263.00	797.00	743.67	1014.63	934.09	486.00	452.67	482.57	521.23	296.13	285.74	556.71	525.69	179.34	101.16	97.14	65.68	149.47	19.72	13.60	17.67	14.51	20.13	6.90	26.85	561.97	192.00	293.00	328.00	271.00	70.62	13.91	21.23	23.77	19.64	5.12	86.09	78.77	76.23	80.36	179346.00	357495.00	291818.00	276219.67	582.30	3976.90	2906.03	140.20	52.99	59.33	84.17	171.04	668.44	152.86	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
42	Cy5-biotin-BSA low 3rd grid	Cy5 BSA 5ng/ul	3	1	1	2238.86	2009.38	2027.06	1265.57	1223.41	1230.91	1167.70	886.52	984.30	1988.00	1891.00	1897.00	424.00	723.00	373.00	916.83	768.14	854.24	1897.00	1925.33	2091.77	2027.06	424.00	506.67	1239.97	1230.91	854.24	846.40	1012.84	984.30	127.69	54.35	22.49	189.08	142.74	74.65	2.82	6.10	37.32	1.81	8.82	14.09	1585.10	1173.00	1086.00	1137.00	1132.00	43.71	85.00	78.70	82.39	82.03	3.17	15.00	21.30	17.61	17.97	2626187.00	2182189.00	2304765.00	2371047.00	1054.84	651.65	787.19	1298.50	1477.43	1421.70	1399.21	1552.15	1090.74	1476.72	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
43	Cy5-biotin-BSA med 3rd grid	Cy5 BSA 10ng/ul	3	1	2	2152.58	1933.05	1843.44	417.65	359.32	356.84	1803.02	1623.50	1488.58	2292.00	2053.00	1970.00	297.00	308.00	324.00	1942.44	1743.45	1615.14	2053.00	2105.00	1976.36	1933.05	308.00	309.67	377.94	359.32	1743.45	1767.01	1638.37	1623.50	159.05	167.18	34.41	13.58	157.74	164.92	7.94	8.05	4.38	9.11	9.33	9.63	1666.69	985.00	1118.00	1101.00	1068.00	72.38	71.38	81.01	79.78	77.39	5.24	28.62	18.99	20.22	22.61	2120290.00	2161154.00	2029626.00	2103690.00	628.45	645.66	608.14	2825.98	2811.20	2694.98	2777.38	483.63	565.39	98.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	Cy5-biotin-BSA high 3rd grid	Cy5 BSA 15ng/ul	3	1	3	3726.55	3404.66	2657.51	478.01	331.03	369.56	3330.57	3085.02	2299.95	2722.00	2512.00	2435.00	303.00	293.00	306.00	2326.02	2192.36	2077.45	2512.00	2556.33	3262.91	3404.66	303.00	300.67	392.87	369.56	2192.36	2198.61	2905.18	3085.02	548.44	148.55	76.21	6.81	538.33	124.41	5.81	16.81	2.26	19.40	5.66	18.53	2962.24	995.00	1195.00	1099.00	1096.33	100.03	72.10	86.59	79.64	79.44	7.25	27.90	13.41	20.36	20.56	3707916.00	4068574.00	2920601.00	3565697.00	3979.95	3742.06	1916.21	832.65	985.18	1319.09	1045.64	500.96	121.94	122.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	antigen 005	CCDC33	3	1	4	905.18	830.12	830.87	480.80	454.51	434.60	440.14	421.53	432.70	820.00	796.00	800.00	417.00	310.00	328.00	354.96	387.41	401.84	800.00	805.33	855.39	830.87	328.00	351.67	456.63	454.51	387.41	381.40	431.46	432.70	43.12	12.86	23.17	57.29	9.37	24.01	1.60	5.04	16.29	5.07	6.29	2.17	503.72	582.00	442.00	386.00	470.00	100.96	42.17	32.03	27.97	34.06	7.32	57.83	67.97	72.03	65.94	526812.00	366914.00	320714.00	404813.33	245.49	155.09	297.63	1043.47	1201.34	561.18	935.33	223.93	389.08	292.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	antigen 009	CSAG2	3	1	5	866.27	833.26	793.76	454.30	446.45	411.51	432.71	403.13	400.25	802.00	782.00	720.00	314.00	303.00	316.00	368.43	351.88	326.49	782.00	768.00	831.10	833.26	314.00	311.00	437.42	446.45	351.88	348.93	412.03	403.13	36.31	42.76	22.78	7.00	17.97	21.13	5.57	4.37	2.25	5.21	6.05	4.36	520.10	663.00	440.00	446.00	516.33	127.05	48.04	31.88	32.32	37.42	9.21	51.96	68.12	67.68	62.58	574340.00	366634.00	354017.00	431663.67	396.99	527.74	185.02	722.64	336.11	964.82	674.52	245.86	231.22	244.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	antigen 013	CXorf48.1	3	1	6	722.78	1677.76	663.04	417.56	419.50	322.83	323.45	1285.46	356.55	678.00	793.00	603.00	369.00	314.00	274.00	278.67	400.69	296.51	678.00	691.33	1021.20	722.78	314.00	319.00	386.63	417.56	296.51	325.29	655.15	356.55	569.39	95.70	55.26	47.70	546.11	65.90	13.84	55.76	14.95	14.29	20.26	83.36	702.20	422.00	136.00	437.00	331.67	169.62	30.58	9.86	31.67	24.03	12.29	69.42	90.14	68.33	75.97	305013.00	228176.00	289749.00	274312.67	213.23	5179.50	124.47	640.14	33.75	1251.80	641.90	200.10	267.06	162.73	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
48	antigen 030	MAGEA11	3	1	7	831.80	855.23	818.46	512.51	456.69	386.11	324.46	420.59	442.61	798.00	718.00	739.00	489.00	394.00	380.00	290.66	283.36	363.15	739.00	751.67	835.16	831.80	394.00	421.00	451.77	456.69	290.66	312.39	395.89	420.59	18.62	41.48	63.34	59.30	62.83	44.11	5.52	2.23	14.09	14.02	14.12	15.87	414.16	281.00	117.00	35.00	144.33	125.26	20.36	8.48	2.54	10.46	9.08	79.64	91.52	97.46	89.54	233737.00	100062.00	28646.00	120815.00	173.80	831.20	267.73	524.60	59.20	57.86	213.89	135.37	220.92	136.06	0	0	0	0	3	3	0	0	0	0	0	0	0	0	3	3
49	antigen 110	SPATS1 (isoform a)	3	1	8	4083.99	6114.65	4239.24	1792.61	2392.77	1721.29	2443.08	4076.38	2644.84	3939.00	4333.00	3731.00	621.00	725.00	535.00	2298.09	2294.73	2136.60	3939.00	4001.00	4812.63	4239.24	621.00	627.00	1968.89	1792.61	2294.73	2243.14	3054.77	2644.84	1130.25	305.75	368.82	95.14	890.48	92.28	7.64	23.49	15.17	18.73	4.11	29.15	4185.63	367.00	626.00	323.00	438.67	163.72	26.59	45.36	23.41	31.79	11.86	73.41	54.64	76.59	68.21	1498823.00	3827771.00	1369275.00	2231956.33	1062.23	3620.16	1636.59	844.08	704.89	521.99	690.32	1937.30	2716.43	1816.83	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
50	antigen 034	MAGEA4v3	3	2	1	765.93	742.31	725.68	345.73	351.73	346.85	427.66	399.49	395.67	633.00	616.00	630.00	302.00	303.00	292.00	294.73	273.18	299.99	630.00	626.33	744.64	742.31	302.00	299.00	348.10	346.85	294.73	289.30	407.60	399.49	20.23	9.07	3.19	6.08	17.47	14.21	1.45	2.72	2.03	0.92	4.91	4.29	445.64	225.00	347.00	274.00	282.00	61.39	16.30	25.14	19.86	20.43	4.45	83.70	74.86	80.14	79.57	172334.00	257580.00	198836.00	209583.33	531.95	787.50	582.10	180.89	176.03	186.24	181.05	127.22	134.28	178.97	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	3
51	antigen 038	MAGEB5	3	2	2	1432.23	1536.95	1467.12	655.51	742.50	543.07	815.89	842.94	952.52	1383.00	1480.00	1281.00	392.00	506.00	397.00	766.65	785.99	766.40	1383.00	1381.33	1478.77	1467.12	397.00	431.67	647.03	655.51	766.65	773.02	870.45	842.94	53.32	99.51	99.99	64.42	72.35	11.24	7.20	3.61	14.92	15.45	1.45	8.31	1047.10	895.00	854.00	1106.00	951.67	135.22	64.86	61.88	80.14	68.96	9.80	35.14	38.12	19.86	31.04	1281850.00	1312556.00	1622637.00	1405681.00	393.59	443.84	1296.89	1855.27	1621.91	812.32	1429.83	501.47	579.97	323.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	antigen 042	NLRP4	3	2	3	722.54	1075.39	1310.33	356.23	406.77	429.43	375.30	677.44	914.86	625.00	657.00	651.00	308.00	392.00	360.00	277.75	259.05	255.52	651.00	644.33	1036.09	1075.39	360.00	353.33	397.48	406.77	259.05	264.11	655.86	677.44	295.86	17.01	37.47	42.39	270.43	11.95	2.64	28.56	12.00	9.43	4.52	41.23	682.75	290.00	152.00	75.00	172.33	108.93	21.01	11.01	5.43	12.49	7.89	78.99	88.99	94.57	87.51	209537.00	163459.00	98275.00	157090.33	468.40	4183.38	3821.17	232.36	24.61	17.96	91.64	126.97	147.08	290.80	0	0	0	0	3	3	0	0	0	0	0	0	0	0	3	3
53	antigen 062	SYCE1	3	2	4	911.06	902.28	946.47	558.99	548.46	560.17	378.85	372.33	397.54	872.00	853.00	897.00	548.00	531.00	567.00	339.79	323.04	348.07	872.00	874.00	919.94	911.06	548.00	548.67	555.87	558.99	339.79	336.97	382.90	378.85	23.39	22.07	6.45	18.01	13.09	12.75	2.52	2.54	3.28	1.16	3.78	3.42	371.27	463.00	411.00	423.00	432.33	27.23	33.55	29.78	30.65	31.33	1.97	66.45	70.22	69.35	68.67	421821.00	370838.00	400356.00	397671.67	168.70	301.32	287.85	1039.73	507.85	584.19	710.59	298.45	284.69	200.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	antigen 066	TSGA10	3	2	5	942.09	1077.14	1000.53	659.20	666.87	697.45	353.70	428.74	337.50	917.00	955.00	945.00	584.00	582.00	680.00	328.61	306.61	281.97	945.00	939.00	1006.58	1000.53	584.00	615.33	674.50	666.87	306.61	305.73	373.31	353.70	67.73	19.70	20.24	56.01	48.68	23.33	2.10	6.73	9.10	3.00	7.63	13.04	391.25	581.00	307.00	207.00	365.00	193.63	42.10	22.25	15.00	26.45	14.03	57.90	77.75	85.00	73.55	547352.00	330681.00	207110.00	361714.33	174.37	644.59	190.23	1178.50	204.20	367.26	583.32	881.85	193.44	359.91	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
55	antigen 070	XAGE3av1	3	2	6	857.54	851.04	783.57	526.41	507.81	432.62	339.79	358.94	364.03	819.00	833.00	736.00	502.00	462.00	458.00	301.25	340.90	316.46	819.00	796.00	830.72	851.04	462.00	474.00	488.95	507.81	316.46	319.54	354.25	358.94	40.96	52.43	49.66	24.33	12.78	20.01	6.59	4.93	5.13	10.16	6.26	3.61	356.72	200.00	239.00	443.00	294.00	130.50	14.49	17.32	32.10	21.30	9.46	85.51	82.68	67.90	78.70	171509.00	203398.00	347121.00	240676.00	266.75	161.01	141.63	254.76	532.79	1138.64	642.06	152.90	201.27	235.18	0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	3
56	antigen 074	CDK2	3	2	7	819.71	805.26	986.93	530.21	523.65	554.95	299.42	294.49	443.41	756.00	745.00	804.00	498.00	496.00	524.00	235.71	234.23	260.49	756.00	768.33	870.63	819.71	498.00	506.00	536.27	530.21	235.71	243.48	345.77	299.42	100.97	31.37	16.51	15.62	84.60	14.75	4.08	11.60	3.09	3.08	6.06	24.47	364.63	165.00	172.00	109.00	148.67	34.53	11.96	12.46	7.90	10.77	2.50	88.04	87.54	92.10	89.23	135252.00	138504.00	107575.00	127110.33	221.28	226.32	1047.04	223.26	223.80	46.16	164.41	126.05	139.55	159.54	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
57	CT100 Control Buffer only 3rd grid	Buffer	3	2	8	939.79	14182.67	5156.09	512.71	1979.07	1000.95	434.98	12907.74	4375.55	781.00	16114.00	2920.00	501.00	386.00	301.00	276.19	14839.07	2139.46	2920.00	6605.00	6759.52	5156.09	386.00	396.00	1164.24	1000.95	2139.46	5751.58	5906.09	4375.55	6765.48	8304.19	746.69	100.37	6375.68	7924.96	125.73	100.09	25.35	64.14	137.79	107.95	6363.52	48.00	27.00	217.00	97.33	104.16	3.48	1.96	15.72	7.05	7.55	96.52	98.04	84.28	92.95	45110.00	382932.00	1118871.00	515637.67	711.04	8374.73	8826.06	29.36	41.61	107.58	59.52	156.79	4312.44	1514.36	0	3	3	3	3	3	0	0	0	0	0	0	0	0	3	3
58	antigen 001	BAGE2	3	6	7	644.98	701.84	651.22	364.91	357.99	314.79	324.69	354.32	356.70	604.00	633.00	617.00	302.00	301.00	224.00	283.71	285.49	322.48	617.00	618.00	666.01	651.22	301.00	275.67	345.90	357.99	285.49	297.23	345.24	354.32	31.18	14.53	27.16	44.75	17.83	21.89	2.35	4.68	16.23	7.85	7.36	5.17	390.35	96.00	522.00	415.00	344.33	221.62	6.96	37.83	30.07	24.95	16.06	93.04	62.17	69.93	75.05	61918.00	366358.00	270257.00	232844.33	130.50	176.59	292.62	238.85	1047.38	505.89	597.37	408.57	148.74	170.27	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
59	antigen 094	p53 K382R	3	7	1	688.85	716.85	690.54	382.27	335.78	287.12	322.17	397.08	416.50	633.00	615.00	570.00	313.00	310.00	229.00	266.32	295.23	295.96	615.00	606.00	698.75	690.54	310.00	284.00	335.06	335.78	295.23	285.84	378.58	397.08	15.70	32.45	47.58	47.66	49.81	16.91	5.35	2.25	16.78	14.20	5.92	13.16	414.75	96.00	53.00	13.00	54.00	41.51	6.96	3.84	0.94	3.91	3.01	93.04	96.16	99.06	96.09	66130.00	37993.00	8977.00	37700.00	213.31	327.26	438.10	144.99	64.31	12.36	73.89	191.54	175.56	120.77	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
60	antigen 102	XAGE1B	3	8	1	1626.91	761.20	1017.02	881.18	472.01	447.81	903.53	302.58	605.90	1236.00	710.00	637.00	522.00	481.00	388.00	512.63	251.38	225.88	710.00	861.00	1135.04	1017.02	481.00	463.67	600.33	472.01	251.38	329.96	604.00	605.90	444.76	326.80	243.52	68.66	300.48	158.70	37.96	39.18	14.81	40.56	48.10	49.75	671.37	32.00	194.00	60.00	95.33	86.59	2.32	14.06	4.35	6.91	6.27	97.68	85.94	95.65	93.09	52061.00	147672.00	61021.00	86918.00	955.38	163.14	1237.87	30.26	359.81	29.37	139.82	1053.96	147.39	446.10	3	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
61	antigen 106	ITGB1	3	8	2	1443.06	2293.89	747.37	727.80	429.20	370.15	902.81	1877.05	414.21	796.00	653.00	602.00	509.00	387.00	304.00	255.75	236.16	268.84	653.00	683.67	1494.77	1443.06	387.00	400.00	509.05	429.20	255.75	253.58	1064.69	902.81	774.55	100.57	191.73	103.12	744.73	16.45	14.71	51.82	25.78	37.66	6.49	69.95	1094.77	134.00	45.00	113.00	97.33	46.52	9.71	3.26	8.19	7.05	3.37	90.29	96.74	91.81	92.95	193370.00	103225.00	84453.00	127016.00	4725.34	6121.72	637.95	25.60	13.80	73.37	37.59	2791.84	156.29	271.47	3	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
62	Cy5-biotin-BSA low 4th grid	Cy5 BSA 5ng/ul	4	1	1	4841.04	5103.62	5115.68	4118.65	4279.97	4309.52	735.39	834.78	822.27	4741.00	5035.00	5057.00	4037.00	4271.00	4333.00	635.35	766.16	763.59	5035.00	4944.33	5020.11	5103.62	4271.00	4213.67	4236.05	4279.97	763.59	721.70	797.48	822.27	155.20	176.44	102.74	156.11	54.13	74.79	3.57	3.09	3.70	2.43	10.36	6.79	806.45	843.00	945.00	890.00	892.67	51.05	61.09	68.48	64.49	64.69	3.70	38.91	31.52	35.51	35.31	4080998.00	4822919.00	4552957.00	4485624.67	390.65	458.44	457.85	1586.95	1720.77	1598.37	1635.37	507.28	568.05	672.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	Cy5-biotin-BSA med 4th grid	Cy5 BSA 10ng/ul	4	1	2	3644.74	3396.21	4318.01	2730.78	2087.51	3441.65	1684.33	1449.08	1883.46	3574.00	3240.00	3502.00	673.00	2597.00	401.00	1613.59	1292.87	1067.45	3502.00	3438.67	3786.32	3644.74	673.00	1223.67	2753.31	2730.78	1292.87	1324.64	1672.29	1684.33	476.93	175.78	677.35	1197.09	217.44	274.45	5.11	12.60	97.83	24.60	20.72	13.00	2562.65	1062.00	1082.00	986.00	1043.33	50.65	76.96	78.41	71.45	75.60	3.67	23.04	21.59	28.55	24.40	3870717.00	3674696.00	4257556.00	3934323.00	1094.61	910.97	3178.23	1634.15	1721.14	584.32	1313.20	4866.78	1882.83	6377.66	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
64	Cy5-biotin-BSA high 4th grid	Cy5 BSA 15ng/ul	4	1	3	2377.78	2596.61	2570.81	225.43	318.57	247.98	2155.48	2327.28	2331.52	2745.00	2792.00	2855.00	212.00	213.00	206.00	2522.70	2522.67	2615.71	2792.00	2797.33	2515.07	2570.81	212.00	210.33	263.99	247.98	2522.70	2553.69	2271.43	2327.28	119.59	55.19	48.59	3.79	100.44	53.71	1.97	4.76	1.80	18.40	2.10	4.42	2304.73	1127.00	1070.00	1057.00	1084.67	37.23	81.67	77.54	76.59	78.60	2.70	18.33	22.46	23.41	21.40	2679754.00	2778373.00	2717350.00	2725159.00	1031.78	863.04	905.60	2354.39	2885.37	2721.31	2653.69	36.07	358.60	78.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	antigen 004	BAGE5	4	1	4	863.52	819.35	831.44	338.00	424.21	460.26	539.52	415.49	377.48	806.00	783.00	778.00	298.00	388.00	475.00	482.00	379.14	324.04	783.00	789.00	838.10	831.44	388.00	387.00	407.49	424.21	379.14	395.06	444.16	415.49	22.83	14.93	62.82	88.50	84.74	80.18	1.89	2.72	22.87	15.42	20.29	19.08	451.10	1158.00	771.00	782.00	903.67	220.33	83.91	55.87	56.67	65.48	15.97	16.09	44.13	43.33	34.52	999953.00	631719.00	650185.00	760619.00	285.23	247.17	231.02	2190.35	1296.05	1277.78	1588.06	141.13	236.69	193.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	antigen 008	COX6B2	4	1	5	981.92	942.15	894.22	211.88	230.32	199.54	771.83	728.20	697.79	967.00	884.00	862.00	207.00	198.00	193.00	756.91	670.05	665.57	884.00	904.33	939.43	942.15	198.00	199.33	213.91	211.88	670.05	697.51	732.61	728.20	43.91	55.37	15.49	7.09	37.21	51.49	6.12	4.67	3.56	7.24	7.38	5.08	740.10	868.00	838.00	867.00	857.67	17.04	62.90	60.72	62.83	62.15	1.23	37.10	39.28	37.17	37.85	852304.00	789521.00	775288.00	805704.33	256.73	630.70	493.98	2609.58	967.55	1224.71	1600.61	26.18	113.83	35.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	antigen 012	CTAG2	4	1	6	961.23	833.06	875.28	378.96	265.22	362.95	605.48	578.24	539.23	878.00	793.00	801.00	207.00	196.00	267.00	522.25	538.18	464.95	801.00	824.00	889.86	875.28	207.00	223.33	335.71	362.95	522.25	508.46	574.32	578.24	65.31	46.94	61.57	38.21	33.30	38.51	5.70	7.34	17.11	18.34	7.57	5.80	666.53	1101.00	1198.00	1026.00	1108.33	86.23	79.78	86.81	74.35	80.31	6.25	20.22	13.19	25.65	19.69	1058312.00	998010.00	898041.00	984787.67	926.11	400.53	586.87	719.82	1729.52	942.71	1130.68	268.88	118.27	263.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	antigen 029	MAGEA10	4	1	7	2241.14	1169.01	1901.69	1061.48	675.65	1186.05	1211.82	542.29	741.72	1372.00	1021.00	1723.00	982.00	741.00	1033.00	342.68	394.28	563.03	1372.00	1372.00	1770.61	1901.69	982.00	918.67	974.40	1061.48	394.28	433.33	831.94	741.72	547.95	351.00	266.11	155.96	343.76	115.25	25.58	30.95	16.98	27.31	26.60	41.32	851.95	95.00	740.00	77.00	304.00	377.69	6.88	53.62	5.58	22.03	27.37	93.12	46.38	94.42	77.97	212908.00	865068.00	146430.00	408135.33	5587.96	1248.56	662.84	20.60	321.40	86.16	142.72	320.98	609.18	430.61	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	3
69	antigen 109	TKTL1 (isoform a)	4	1	8	1512.29	1408.74	1198.71	1203.23	754.42	801.10	458.43	691.67	417.63	1366.00	1101.00	1128.00	1020.00	860.00	880.00	312.13	383.93	346.93	1128.00	1198.33	1373.25	1408.74	880.00	920.00	919.58	801.10	346.93	347.66	522.58	458.43	159.78	145.83	246.75	87.18	147.85	35.90	12.17	11.64	9.48	26.83	10.33	28.29	453.25	204.00	854.00	716.00	591.33	342.46	14.78	61.88	51.88	42.85	24.82	85.22	38.12	48.12	57.15	308508.00	1203063.00	858273.00	789948.00	609.98	3496.52	405.82	153.32	168.93	736.85	353.03	1447.52	618.52	443.00	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
70	antigen 033	MAGEA4v2	4	2	1	4734.42	5242.67	2516.70	2477.99	2159.30	999.76	2487.90	3365.90	1614.74	3749.00	4192.00	2783.00	1377.00	794.00	384.00	1502.47	2315.22	1881.04	3749.00	3574.67	4164.60	4734.42	794.00	851.67	1879.02	2159.30	1881.04	1899.58	2489.51	2487.90	1449.57	720.50	777.95	499.01	875.58	406.69	20.16	34.81	58.59	41.40	21.41	35.17	3312.93	232.00	488.00	86.00	268.67	203.49	16.81	35.36	6.23	19.47	14.75	83.19	64.64	93.77	80.53	1098386.00	2558425.00	216436.00	1291082.33	2469.18	3038.98	1196.28	233.76	540.50	116.08	296.78	2303.81	2599.71	1138.06	3	3	3	3	0	3	0	0	0	0	0	0	0	0	3	3
